series number,product type,model,repair operation number,previous repair operation number,time since previous repair,censored,age after repair,Component A,Component B,Component C,Component D,Component E,Component F,Component H,Component I,Component J,Component K
sn_000001,product A,V1E1,po_000001,MFG,5090,0,5090,0,0,0,1,1,0,0,0,0,0
sn_000001,product A,V1E2,po_000002,po_000001,5326,0,10366,0,0,0,0,1,0,0,0,0,0
sn_000001,product A,V1E2,po_000003,po_000002,3926,1,14242,0,0,0,0,0,0,0,0,0,0
sn_000002,product A,V1E1,po_000004,MFG,8686,0,8686,0,0,0,0,1,0,0,0,0,0
sn_000002,product A,V1E2,po_000005,po_000004,5690,1,14326,0,0,0,0,0,0,0,0,0,0
sn_000003,product A,V1E1,po_000006,MFG,1646,0,1646,0,0,0,0,0,0,0,0,0,0
sn_000003,product A,V1E1,po_000007,po_000006,2082,0,3678,0,0,0,0,1,0,0,0,0,0
sn_000003,product A,V1E2,po_000008,po_000007,10562,1,14190,0,0,0,0,0,0,0,0,0,0
sn_000004,product A,V1E1,po_000009,MFG,3054,0,3054,0,0,0,0,1,0,0,0,0,0
sn_000004,product A,V1E2,po_000010,po_000009,6266,1,9270,0,0,0,0,1,0,0,0,0,0
sn_000005,product A,V1E1,po_000011,MFG,3694,0,3694,0,0,0,0,1,0,0,0,0,0
sn_000005,product A,V1E2,po_000012,po_000011,5534,0,9178,0,0,0,0,1,0,0,0,0,0
sn_000005,product A,V1E2,po_000013,po_000012,5154,1,14282,0,0,0,0,0,0,0,0,0,0
sn_000006,product A,V1E1,po_000014,MFG,4322,0,4322,0,0,0,0,1,0,0,0,0,0
sn_000006,product A,V1E2,po_000015,po_000014,3238,0,7510,0,0,0,0,0,0,0,0,0,0
sn_000006,product A,V1E2,po_000016,po_000015,2062,0,9522,0,0,0,0,1,0,0,0,0,0
sn_000006,product A,V1E2,po_000017,po_000016,558,0,10030,0,0,0,0,1,0,0,0,0,0
sn_000006,product A,V1E2,po_000018,po_000017,4090,1,14070,0,0,0,0,0,0,0,0,0,0
sn_000007,product A,V1E1,po_000019,MFG,4346,0,4346,0,0,0,0,1,0,0,0,0,0
sn_000007,product A,V1E2,po_000020,po_000019,3034,0,7330,0,0,0,0,0,0,0,0,0,0
sn_000007,product A,V1E2,po_000021,po_000020,2590,0,9870,0,0,0,0,0,0,0,0,0,0
sn_000007,product A,V1E2,po_000022,po_000021,4430,1,14250,0,0,0,0,0,0,0,0,0,0
sn_000008,product A,V1E1,po_000023,MFG,14334,1,14334,0,0,0,0,0,0,0,0,0,0
sn_000009,product A,V1E1,po_000024,MFG,4254,0,4254,0,0,0,0,1,0,0,0,0,0
sn_000009,product A,V1E2,po_000025,po_000024,4534,0,8738,0,0,0,0,0,1,0,0,0,0
sn_000009,product A,V1E2,po_000026,po_000025,1242,0,9930,0,0,0,0,1,0,0,0,0,0
sn_000009,product A,V1E2,po_000027,po_000026,4370,1,14250,0,0,0,0,0,0,0,0,0,0
sn_000010,product A,V1E1,po_000028,MFG,3650,0,3650,0,0,0,0,1,1,0,0,0,0
sn_000010,product A,V1E2,po_000029,po_000028,5046,0,8646,0,0,0,0,1,0,0,0,0,0
sn_000010,product A,V1E2,po_000030,po_000029,5646,1,14242,0,0,0,0,0,0,0,0,0,0
sn_000011,product A,V1E1,po_000031,MFG,3454,0,3454,0,0,0,0,0,0,0,0,0,1
sn_000011,product A,V1E1,po_000032,po_000031,4526,0,7930,0,0,0,0,1,0,0,0,0,0
sn_000011,product A,V1E2,po_000033,po_000032,2574,0,10454,1,1,1,0,0,0,0,0,0,0
sn_000011,product A,V1E2,po_000034,po_000033,1794,0,12198,0,0,0,0,1,0,0,0,0,0
sn_000011,product A,V1E3,po_000035,po_000034,2006,1,14154,0,0,0,0,0,0,0,0,0,0
sn_000012,product A,V1E1,po_000036,MFG,3550,0,3550,0,0,0,0,1,0,0,0,0,0
sn_000012,product A,V1E2,po_000037,po_000036,6206,0,9706,0,0,0,0,1,1,0,0,0,0
sn_000012,product A,V1E2,po_000038,po_000037,4558,1,14214,0,0,0,0,0,0,0,0,0,0
sn_000013,product A,V1E1,po_000039,MFG,2706,0,2706,0,0,0,0,1,0,0,0,0,0
sn_000013,product A,V1E2,po_000040,po_000039,4694,0,7350,0,0,0,0,1,1,0,0,0,0
sn_000013,product A,V1E2,po_000041,po_000040,5286,0,12586,0,0,0,0,1,0,0,0,0,0
sn_000013,product A,V1E3,po_000042,po_000041,1602,1,14138,0,0,0,0,0,0,0,0,0,0
sn_000014,product A,V1E1,po_000043,MFG,14326,1,14326,0,0,0,0,0,0,0,0,0,0
sn_000015,product A,V1E1,po_000044,MFG,2262,0,2262,0,0,0,0,1,0,0,0,0,0
sn_000015,product A,V1E1,po_000045,po_000044,3498,0,5710,0,0,0,0,0,1,0,1,0,0
sn_000015,product A,V1E1,po_000046,po_000045,1902,0,7562,0,0,0,0,0,1,0,0,0,0
sn_000015,product A,V1E1,po_000047,po_000046,3370,0,10882,0,0,0,0,1,0,0,0,0,0
sn_000015,product A,V1E3,po_000048,po_000047,3334,1,14166,0,0,0,0,0,0,0,0,0,0
sn_000016,product A,V1E1,po_000049,MFG,4554,0,4554,0,0,0,0,1,0,0,0,0,0
sn_000016,product A,V1E2,po_000050,po_000049,2910,0,7414,0,0,0,0,0,0,0,0,0,0
sn_000016,product A,V1E2,po_000051,po_000050,2286,0,9650,0,0,0,0,1,0,0,0,0,0
sn_000016,product A,V1E2,po_000052,po_000051,4650,1,14250,0,0,0,0,0,0,0,0,0,0
sn_000017,product A,V1E1,po_000053,MFG,4198,0,4198,0,0,0,0,1,0,0,0,0,0
sn_000017,product A,V1E2,po_000054,po_000053,4710,0,8858,0,0,0,0,0,0,0,0,0,0
sn_000017,product A,V1E2,po_000055,po_000054,918,0,9726,0,0,0,0,1,0,0,0,0,0
sn_000017,product A,V1E2,po_000056,po_000055,4554,1,14230,0,0,0,0,0,0,0,0,0,0
sn_000018,product A,V1E1,po_000057,MFG,3650,0,3650,0,0,0,0,0,1,0,0,0,0
sn_000018,product A,V1E1,po_000058,po_000057,1114,0,4714,0,0,0,0,0,1,0,0,0,0
sn_000018,product A,V1E1,po_000059,po_000058,1010,0,5674,0,0,0,0,0,1,0,0,0,0
sn_000018,product A,V1E1,po_000060,po_000059,2970,0,8594,0,0,0,0,1,0,0,0,0,0
sn_000018,product A,V1E2,po_000061,po_000060,2190,0,10734,0,0,0,0,1,1,0,0,0,0
sn_000018,product A,V1E3,po_000062,po_000061,1530,0,12214,1,0,1,0,0,0,0,0,0,0
sn_000018,product A,V1E3,po_000063,po_000062,1762,1,13926,0,0,0,0,0,0,0,0,0,0
sn_000019,product A,V1E1,po_000064,MFG,3542,0,3542,0,0,0,0,1,0,0,0,0,0
sn_000019,product A,V1E2,po_000065,po_000064,5126,0,8618,0,0,0,0,1,0,0,0,0,0
sn_000019,product A,V1E2,po_000066,po_000065,5626,1,14194,0,0,0,0,0,0,0,0,0,0
sn_000020,product A,V1E1,po_000067,MFG,3070,0,3070,0,0,0,0,1,0,0,0,0,0
sn_000020,product A,V1E2,po_000068,po_000067,4690,0,7710,0,0,0,0,1,0,0,0,0,0
sn_000020,product A,V1E2,po_000069,po_000068,1162,0,8822,1,1,0,0,0,0,0,0,0,0
sn_000020,product A,V1E2,po_000070,po_000069,394,0,9166,0,0,0,0,0,1,0,0,0,0
sn_000020,product A,V1E2,po_000071,po_000070,4866,1,13982,0,0,0,0,0,0,0,0,0,0
sn_000021,product A,V1E1,po_000072,MFG,1634,0,1634,0,0,0,0,0,0,0,0,0,0
sn_000021,product A,V1E1,po_000073,po_000072,1306,0,2890,0,0,0,0,1,0,0,0,0,0
sn_000021,product A,V1E2,po_000074,po_000073,942,0,3782,0,0,0,0,1,0,0,0,0,1
sn_000021,product A,V1E2,po_000075,po_000074,5170,0,8902,0,0,0,0,0,0,0,0,0,0
sn_000021,product A,V1E2,po_000076,po_000075,1406,0,10258,0,0,0,0,1,0,0,0,0,0
sn_000021,product A,V1E2,po_000077,po_000076,3690,1,13898,0,0,0,0,0,0,0,0,0,0
sn_000022,product A,V1E1,po_000078,MFG,3006,0,3006,0,0,0,0,1,0,0,0,0,0
sn_000022,product A,V1E2,po_000079,po_000078,4690,0,7646,1,1,1,0,1,0,0,0,0,0
sn_000022,product A,V1E2,po_000080,po_000079,6554,1,14150,0,0,0,0,0,0,0,0,0,0
sn_000023,product A,V1E1,po_000081,MFG,4386,0,4386,0,0,0,0,1,0,0,0,0,0
sn_000023,product A,V1E2,po_000082,po_000081,9946,1,14282,0,0,0,0,0,0,0,0,0,0
sn_000024,product A,V1E1,po_000083,MFG,3754,0,3754,0,0,0,0,1,0,0,0,0,0
sn_000024,product A,V1E2,po_000084,po_000083,1754,0,5458,0,0,0,0,0,1,0,0,0,0
sn_000024,product A,V1E2,po_000085,po_000084,2218,0,7626,0,0,0,0,0,0,0,0,0,0
sn_000024,product A,V1E2,po_000086,po_000085,2974,0,10550,0,0,0,0,1,0,0,0,0,1
sn_000024,product A,V1E2,po_000087,po_000086,3674,1,14174,0,0,0,0,0,0,0,0,0,0
sn_000025,product A,V1E1,po_000088,MFG,2722,0,2722,0,0,0,0,0,0,0,0,0,0
sn_000025,product A,V1E1,po_000089,po_000088,482,0,3154,0,0,0,0,1,0,0,0,0,0
sn_000025,product A,V1E2,po_000090,po_000089,5362,0,8466,0,0,0,0,1,0,0,0,0,1
sn_000025,product A,V1E2,po_000091,po_000090,5634,1,14050,0,0,0,0,0,0,0,0,0,0
sn_000026,product A,V1E1,po_000092,MFG,3718,0,3718,0,0,0,0,1,0,0,0,0,0
sn_000026,product A,V1E2,po_000093,po_000092,3794,0,7462,0,0,0,0,0,0,0,0,0,0
sn_000026,product A,V1E2,po_000094,po_000093,3078,0,10490,0,0,0,0,1,0,0,0,0,1
sn_000026,product A,V1E2,po_000095,po_000094,3714,1,14154,0,0,0,0,0,0,0,0,0,0
sn_000027,product A,V1E1,po_000096,MFG,3442,0,3442,0,0,0,0,1,0,0,0,0,0
sn_000027,product A,V1E2,po_000097,po_000096,3102,0,6494,1,1,1,0,0,1,0,0,1,0
sn_000027,product A,V1E2,po_000098,po_000097,3942,0,10386,0,0,0,0,1,0,0,0,0,0
sn_000027,product A,V1E2,po_000099,po_000098,3810,1,14146,0,0,0,0,0,0,0,0,0,0
sn_000028,product A,V1E1,po_000100,MFG,3574,1,3574,0,0,0,0,0,0,0,0,0,0
sn_000029,product A,V1E1,po_000101,MFG,3510,0,3510,0,0,0,0,1,0,0,0,0,0
sn_000029,product A,V1E2,po_000102,po_000101,4110,0,7570,0,0,0,0,1,0,0,0,0,0
sn_000029,product A,V1E2,po_000103,po_000102,2466,1,9986,1,0,1,0,1,0,1,0,0,0
sn_000030,product A,V1E1,po_000104,MFG,2218,0,2218,0,0,0,0,1,0,0,0,0,0
sn_000030,product A,V1E1,po_000105,po_000104,2346,0,4514,0,0,0,0,1,0,0,0,0,0
sn_000030,product A,V1E2,po_000106,po_000105,6354,0,10818,0,0,0,0,1,0,0,0,0,0
sn_000030,product A,V1E2,po_000107,po_000106,3474,1,14242,0,0,0,0,0,0,0,0,0,0
sn_000031,product A,V1E1,po_000108,MFG,1226,0,1226,0,0,0,0,0,0,0,0,0,0
sn_000031,product A,V1E1,po_000109,po_000108,2654,0,3830,0,0,0,0,1,0,0,0,0,0
sn_000031,product A,V1E2,po_000110,po_000109,3686,0,7466,0,0,0,0,0,0,0,0,0,0
sn_000031,product A,V1E2,po_000111,po_000110,6662,1,14078,0,0,0,0,0,0,0,0,0,0
sn_000032,product A,V1E1,po_000112,MFG,1502,0,1502,0,0,0,0,0,0,0,0,0,0
sn_000032,product A,V1E1,po_000113,po_000112,1950,0,3402,0,0,0,0,1,0,0,0,0,0
sn_000032,product A,V1E2,po_000114,po_000113,6710,0,10062,0,0,0,0,1,0,0,0,0,0
sn_000032,product A,V1E2,po_000115,po_000114,4006,1,14018,0,0,0,0,0,0,0,0,0,0
sn_000033,product A,V1E1,po_000116,MFG,4618,0,4618,0,0,0,0,1,0,0,0,0,0
sn_000033,product A,V1E2,po_000117,po_000116,4502,0,9070,0,0,0,0,1,0,0,0,0,0
sn_000033,product A,V1E2,po_000118,po_000117,5178,1,14198,0,0,0,0,0,0,0,0,0,0
sn_000034,product A,V1E1,po_000119,MFG,3158,0,3158,0,0,0,0,1,0,0,0,0,0
sn_000034,product A,V1E2,po_000120,po_000119,2602,0,5710,0,0,0,0,1,0,0,0,0,0
sn_000034,product A,V1E2,po_000121,po_000120,5574,0,11234,0,0,0,0,1,0,0,0,0,0
sn_000034,product A,V1E3,po_000122,po_000121,2794,1,13978,0,0,0,0,0,0,0,0,0,0
sn_000035,product A,V1E1,po_000123,MFG,3794,0,3794,0,0,0,0,0,1,0,0,0,0
sn_000035,product A,V1E1,po_000124,po_000123,4854,0,8598,0,0,0,0,1,0,0,0,0,0
sn_000035,product A,V1E2,po_000125,po_000124,2646,1,11194,0,0,0,0,1,0,0,0,0,0
sn_000035,product A,V1E2,po_000126,po_000124,5630,1,16774,0,0,0,0,0,0,0,0,0,0
sn_000036,product A,V1E1,po_000127,MFG,3546,0,3546,0,0,0,0,0,1,0,0,0,0
sn_000036,product A,V1E1,po_000128,po_000127,8246,0,11742,0,0,0,0,1,0,0,0,0,0
sn_000036,product A,V1E3,po_000129,po_000128,2462,1,14154,0,0,0,0,0,0,0,0,0,0
sn_000037,product A,V1E1,po_000130,MFG,5022,0,5022,0,0,0,0,1,0,0,0,0,0
sn_000037,product A,V1E2,po_000131,po_000130,5350,0,10322,0,0,0,0,1,0,0,0,0,0
sn_000037,product A,V1E2,po_000132,po_000131,3882,1,14154,0,0,0,0,0,0,0,0,0,0
sn_000038,product A,V1E1,po_000133,MFG,4326,0,4326,0,0,0,0,1,0,0,0,0,0
sn_000038,product A,V1E2,po_000134,po_000133,4274,0,8550,0,0,0,0,1,0,0,0,0,1
sn_000038,product A,V1E2,po_000135,po_000134,5690,1,14190,0,0,0,0,0,0,0,0,0,0
sn_000039,product A,V1E1,po_000136,MFG,6182,0,6182,0,0,0,0,1,0,0,0,0,0
sn_000039,product A,V1E2,po_000137,po_000136,7334,0,13466,1,1,0,0,1,0,0,0,0,0
sn_000039,product A,V1E3,po_000138,po_000137,774,1,14190,0,0,0,0,0,0,0,0,0,0
sn_000040,product A,V1E1,po_000139,MFG,9498,0,9498,0,0,0,0,0,0,0,0,0,0
sn_000040,product A,V1E1,po_000140,po_000139,4754,1,14202,0,0,0,0,0,0,0,0,0,0
sn_000041,product A,V1E1,po_000141,MFG,2390,0,2390,0,0,0,0,1,0,0,0,0,0
sn_000041,product A,V1E2,po_000142,po_000141,4526,0,6866,0,0,0,0,1,0,0,0,0,0
sn_000041,product A,V1E2,po_000143,po_000142,7254,1,14070,0,0,0,0,0,0,0,0,0,0
sn_000042,product A,V1E1,po_000144,MFG,9762,0,9762,0,0,0,0,0,0,0,0,0,0
sn_000042,product A,V1E1,po_000145,po_000144,4482,1,14194,0,0,0,0,0,0,0,0,0,0
sn_000043,product A,V1E1,po_000146,MFG,14194,1,14194,0,0,0,0,0,0,0,0,0,0
sn_000044,product A,V1E1,po_000147,MFG,3522,0,3522,0,0,0,0,1,0,0,0,0,0
sn_000044,product A,V1E2,po_000148,po_000147,4290,0,7762,0,0,0,0,1,0,0,0,0,0
sn_000044,product A,V1E2,po_000149,po_000148,6418,1,14130,0,0,0,0,0,0,0,0,0,0
sn_000045,product A,V1E1,po_000150,MFG,5714,0,5714,0,0,0,0,1,0,0,0,0,0
sn_000045,product A,V1E2,po_000151,po_000150,4442,0,10106,0,0,0,0,1,0,0,0,0,0
sn_000045,product A,V1E2,po_000152,po_000151,4062,1,14118,0,0,0,0,0,0,0,0,0,0
sn_000046,product A,V1E1,po_000153,MFG,4126,0,4126,0,0,0,0,1,0,0,0,0,1
sn_000046,product A,V1E2,po_000154,po_000153,10110,1,14186,0,0,0,0,0,0,0,0,0,0
sn_000047,product A,V1E1,po_000155,MFG,3346,0,3346,0,0,0,0,1,0,0,0,0,0
sn_000047,product A,V1E2,po_000156,po_000155,6414,0,9710,0,0,0,0,1,0,0,0,0,0
sn_000047,product A,V1E2,po_000157,po_000156,3618,0,13278,0,0,0,0,1,1,0,0,0,0
sn_000047,product A,V1E3,po_000158,po_000157,818,1,14046,0,0,0,0,0,0,0,0,0,0
sn_000048,product A,V1E1,po_000159,MFG,2386,0,2386,0,0,0,0,1,0,0,0,0,0
sn_000048,product A,V1E2,po_000160,po_000159,5526,0,7862,0,0,0,0,1,0,0,0,0,0
sn_000048,product A,V1E2,po_000161,po_000160,4458,1,12270,0,0,0,0,1,0,0,0,0,0
sn_000048,product A,V1E2,po_000162,po_000160,6246,1,18466,0,0,0,0,0,0,0,0,0,0
sn_000049,product A,V1E1,po_000163,MFG,3326,0,3326,0,0,0,0,1,0,0,0,0,0
sn_000049,product A,V1E2,po_000164,po_000163,6618,0,9894,0,0,0,0,1,0,0,0,0,0
sn_000049,product A,V1E2,po_000165,po_000164,4262,1,14106,0,0,0,0,0,0,0,0,0,0
sn_000050,product A,V1E1,po_000166,MFG,4650,0,4650,1,0,0,0,0,0,0,0,0,0
sn_000050,product A,V1E1,po_000167,po_000166,4310,0,8910,0,0,0,0,1,0,0,0,0,0
sn_000050,product A,V1E2,po_000168,po_000167,4690,0,13550,0,0,0,0,1,0,0,0,0,0
sn_000050,product A,V1E3,po_000169,po_000168,446,1,13946,0,0,0,0,0,0,0,0,0,0
sn_000051,product A,V1E1,po_000170,MFG,3510,0,3510,0,0,0,0,1,0,0,0,0,0
sn_000051,product A,V1E2,po_000171,po_000170,6034,0,9494,0,0,0,0,1,0,0,0,0,0
sn_000051,product A,V1E2,po_000172,po_000171,4674,1,14118,0,0,0,0,0,0,0,0,0,0
sn_000052,product A,V1E1,po_000173,MFG,4034,0,4034,0,0,0,0,1,0,0,0,0,0
sn_000052,product A,V1E2,po_000174,po_000173,1010,0,4994,0,0,1,1,0,0,0,0,0,0
sn_000052,product A,V1E2,po_000175,po_000174,9206,1,14150,0,0,0,0,0,0,0,0,0,0
sn_000053,product A,V1E1,po_000176,MFG,3974,0,3974,0,0,0,0,1,0,0,0,0,0
sn_000053,product A,V1E2,po_000177,po_000176,10250,1,14174,0,0,0,0,0,0,0,0,0,0
sn_000054,product A,V1E1,po_000178,MFG,4282,0,4282,0,0,0,0,0,1,0,0,0,0
sn_000054,product A,V1E1,po_000179,po_000178,3722,0,7954,0,0,0,0,0,0,0,0,0,0
sn_000054,product A,V1E1,po_000180,po_000179,922,0,8826,0,0,0,0,0,0,0,0,0,0
sn_000054,product A,V1E1,po_000181,po_000180,790,0,9566,0,0,0,0,1,0,0,0,0,0
sn_000054,product A,V1E2,po_000182,po_000181,3722,0,13238,0,0,0,0,1,0,0,0,0,0
sn_000054,product A,V1E3,po_000183,po_000182,782,1,13970,0,0,0,0,0,0,0,0,0,0
sn_000055,product A,V1E1,po_000184,MFG,7286,0,7286,0,0,0,0,1,0,0,0,0,0
sn_000055,product A,V1E2,po_000185,po_000184,1766,0,9002,1,1,1,0,0,0,0,0,0,0
sn_000055,product A,V1E2,po_000186,po_000185,5150,1,14102,0,0,0,0,0,0,0,0,0,0
sn_000056,product A,V1E1,po_000187,MFG,14170,1,14170,0,0,0,0,0,0,0,0,0,0
sn_000057,product A,V1E1,po_000188,MFG,5114,0,5114,0,0,0,0,0,1,0,0,0,0
sn_000057,product A,V1E1,po_000189,po_000188,6010,0,11074,0,0,0,0,1,0,0,0,0,0
sn_000057,product A,V1E3,po_000190,po_000189,3058,1,14082,0,0,0,0,0,0,0,0,0,0
sn_000058,product A,V1E1,po_000191,MFG,4582,0,4582,0,0,0,0,1,0,0,0,0,0
sn_000058,product A,V1E2,po_000192,po_000191,4494,0,9026,0,0,0,0,0,1,0,0,0,0
sn_000058,product A,V1E2,po_000193,po_000192,1102,0,10078,0,0,0,0,1,0,0,0,0,0
sn_000058,product A,V1E2,po_000194,po_000193,3926,1,13954,0,0,0,0,0,0,0,0,0,0
sn_000059,product A,V1E1,po_000195,MFG,1418,0,1418,0,0,0,0,1,0,0,0,0,0
sn_000059,product A,V1E1,po_000196,po_000195,4746,0,6114,0,0,0,0,1,0,0,0,0,0
sn_000059,product A,V1E2,po_000197,po_000196,7866,1,13930,0,0,0,0,0,0,0,0,0,0
sn_000060,product A,V1E1,po_000198,MFG,3998,0,3998,0,0,0,0,1,0,0,0,0,0
sn_000060,product A,V1E2,po_000199,po_000198,1566,0,5514,1,0,1,0,0,0,0,0,0,0
sn_000060,product A,V1E2,po_000200,po_000199,1306,0,6770,0,0,0,0,0,1,0,0,0,0
sn_000060,product A,V1E2,po_000201,po_000200,3710,0,10430,0,0,0,0,1,0,0,0,0,0
sn_000060,product A,V1E2,po_000202,po_000201,3638,1,14018,0,0,0,0,0,0,0,0,0,0
sn_000061,product A,V1E1,po_000203,MFG,4134,0,4134,0,0,0,0,1,0,0,0,0,0
sn_000061,product A,V1E2,po_000204,po_000203,10078,1,14162,0,0,0,0,0,0,0,0,0,0
sn_000062,product A,V1E1,po_000205,MFG,3422,0,3422,0,0,0,0,1,0,0,0,0,0
sn_000062,product A,V1E2,po_000206,po_000205,894,0,4266,1,0,0,0,0,0,0,0,0,0
sn_000062,product A,V1E2,po_000207,po_000206,4482,0,8698,0,0,0,0,1,1,0,0,0,0
sn_000062,product A,V1E2,po_000208,po_000207,1962,1,10610,1,1,1,0,1,0,0,0,0,0
sn_000062,product A,V1E2,po_000209,po_000207,5290,1,15850,0,0,0,0,0,0,0,0,0,0
sn_000063,product A,V1E1,po_000210,MFG,3314,0,3314,0,0,0,0,1,0,0,0,0,0
sn_000063,product A,V1E2,po_000211,po_000210,5894,0,9158,0,0,0,0,1,1,0,0,0,0
sn_000063,product A,V1E2,po_000212,po_000211,4930,1,14038,0,0,0,0,0,0,0,0,0,0
sn_000064,product A,V1E1,po_000213,MFG,14154,1,14154,0,0,0,0,0,0,0,0,0,0
sn_000065,product A,V1E1,po_000214,MFG,14154,1,14154,0,0,0,0,0,0,0,0,0,0
sn_000066,product A,V1E1,po_000215,MFG,14146,1,14146,0,0,0,0,0,0,0,0,0,0
sn_000067,product A,V1E1,po_000216,MFG,3730,0,3730,0,0,0,0,1,0,0,0,0,0
sn_000067,product A,V1E2,po_000217,po_000216,4442,0,8122,0,0,0,0,1,0,0,0,0,0
sn_000067,product A,V1E2,po_000218,po_000217,5994,1,14066,0,0,0,0,0,0,0,0,0,0
sn_000068,product A,V1E1,po_000219,MFG,4510,0,4510,1,0,0,0,0,0,0,0,0,0
sn_000068,product A,V1E1,po_000220,po_000219,2610,0,7070,0,0,0,0,1,0,0,0,0,0
sn_000068,product A,V1E1,po_000221,po_000220,4810,1,11830,0,0,0,0,0,1,0,0,0,0
sn_000068,product A,V1E2,po_000222,po_000220,7078,1,18858,0,0,0,0,0,0,0,0,0,0
sn_000069,product A,V1E1,po_000223,MFG,3830,0,3830,0,0,0,0,1,0,0,0,0,0
sn_000069,product A,V1E2,po_000224,po_000223,5230,0,9010,0,0,0,0,1,0,0,0,0,0
sn_000069,product A,V1E2,po_000225,po_000224,5130,1,14090,0,0,0,0,0,0,0,0,0,0
sn_000070,product A,V1E1,po_000226,MFG,7218,0,7218,0,0,0,0,0,1,0,0,0,0
sn_000070,product A,V1E1,po_000227,po_000226,2782,0,9950,0,0,0,0,0,1,0,0,0,0
sn_000070,product A,V1E1,po_000228,po_000227,4206,1,14106,0,0,0,0,0,0,0,0,0,0
sn_000071,product A,V1E1,po_000229,MFG,3074,0,3074,0,0,0,0,0,0,0,0,0,0
sn_000071,product A,V1E1,po_000230,po_000229,2054,0,5078,0,0,0,1,1,0,0,0,0,0
sn_000071,product A,V1E2,po_000231,po_000230,8938,1,13966,0,0,0,0,0,0,0,0,0,0
sn_000072,product A,V1E1,po_000232,MFG,14134,1,14134,0,0,0,0,0,0,0,0,0,0
sn_000073,product A,V1E1,po_000233,MFG,14130,1,14130,0,0,0,0,0,0,0,0,0,0
sn_000074,product A,V1E1,po_000234,MFG,4214,0,4214,0,0,0,0,1,0,0,0,0,0
sn_000074,product A,V1E2,po_000235,po_000234,4842,0,9006,0,0,0,0,1,0,0,0,0,0
sn_000074,product A,V1E2,po_000236,po_000235,5154,1,14110,0,0,0,0,0,0,0,0,0,0
sn_000075,product A,V1E1,po_000237,MFG,4526,0,4526,0,0,0,0,1,0,0,0,0,0
sn_000075,product A,V1E2,po_000238,po_000237,5050,0,9526,0,0,0,0,1,0,0,0,0,0
sn_000075,product A,V1E2,po_000239,po_000238,4626,1,14102,0,0,0,0,0,0,0,0,0,0
sn_000076,product A,V1E1,po_000240,MFG,14126,1,14126,0,0,0,0,0,0,0,0,0,0
sn_000077,product A,V1E1,po_000241,MFG,14114,1,14114,0,0,0,0,0,0,0,0,0,0
sn_000078,product A,V1E1,po_000242,MFG,14114,1,14114,0,0,0,0,0,0,0,0,0,0
sn_000079,product A,V1E1,po_000243,MFG,14114,1,14114,0,0,0,0,0,0,0,0,0,0
sn_000080,product A,V1E1,po_000244,MFG,14110,1,14110,0,0,0,0,0,0,0,0,0,0
sn_000081,product A,V1E1,po_000245,MFG,4762,0,4762,0,0,0,0,1,0,0,0,0,0
sn_000081,product A,V1E2,po_000246,po_000245,5942,0,10654,0,0,0,0,1,0,0,0,0,0
sn_000081,product A,V1E2,po_000247,po_000246,3434,1,14038,0,0,0,0,0,0,0,0,0,0
sn_000082,product A,V1E1,po_000248,MFG,14078,1,14078,0,0,0,0,0,0,0,0,0,0
sn_000083,product A,V1E1,po_000249,MFG,6306,0,6306,1,1,1,0,1,0,0,0,1,0
sn_000083,product A,V1E2,po_000250,po_000249,7842,1,14098,0,0,0,0,0,0,0,0,0,0
sn_000084,product A,V1E1,po_000251,MFG,14106,1,14106,0,0,0,0,0,0,0,0,0,0
sn_000085,product A,V1E1,po_000252,MFG,14102,1,14102,0,0,0,0,0,0,0,0,0,0
sn_000086,product A,V1E1,po_000253,MFG,4290,0,4290,0,0,0,0,1,0,0,0,0,0
sn_000086,product A,V1E2,po_000254,po_000253,206,0,4446,0,1,0,1,1,0,0,0,0,0
sn_000086,product A,V1E2,po_000255,po_000254,3586,0,7982,0,0,0,0,1,0,1,0,0,0
sn_000086,product A,V1E2,po_000256,po_000255,1226,0,9158,1,0,1,0,1,0,0,0,0,0
sn_000086,product A,V1E2,po_000257,po_000256,4846,1,13954,0,0,0,0,0,0,0,0,0,0
sn_000087,product A,V1E1,po_000258,MFG,3930,0,3930,0,0,0,0,1,0,0,0,0,0
sn_000087,product A,V1E2,po_000259,po_000258,10218,1,14098,0,0,0,0,0,0,0,0,0,0
sn_000088,product A,V1E1,po_000260,MFG,14086,1,14086,0,0,0,0,0,0,0,0,0,0
sn_000089,product A,V1E1,po_000261,MFG,2578,0,2578,0,0,0,0,0,0,0,0,0,0
sn_000089,product A,V1E1,po_000262,po_000261,390,0,2918,1,0,1,0,1,0,0,0,0,0
sn_000089,product A,V1E2,po_000263,po_000262,5842,1,8710,0,0,0,0,1,0,0,0,0,0
sn_000090,product A,V1E1,po_000264,MFG,14098,1,14098,0,0,0,0,0,0,0,0,0,0
sn_000091,product A,V1E1,po_000265,MFG,4070,0,4070,0,0,0,0,1,0,0,0,0,0
sn_000091,product A,V1E2,po_000266,po_000265,4386,0,8406,0,0,0,0,1,0,0,0,0,0
sn_000091,product A,V1E2,po_000267,po_000266,626,0,8982,0,1,0,0,0,1,0,1,0,0
sn_000091,product A,V1E2,po_000268,po_000267,5074,1,14006,0,0,0,0,0,0,0,0,0,0
sn_000092,product A,V1E1,po_000269,MFG,14082,1,14082,0,0,0,0,0,0,0,0,0,0
