series number,product type,model,repair operation number,previous repair operation number,time since previous repair,censored,age after repair,Component A,Component B,Component C,Component D,Component E,Component F,Component H,Component I,Component J,Component K
sn_000969,product B,V1E2,po_002620,MFG,3286,0,3286,0,0,0,0,0,1,0,0,0,0
sn_000969,product B,V1E2,po_002621,po_002620,5650,0,8886,0,0,0,0,1,0,0,0,0,0
sn_000969,product B,V1E3,po_002622,po_002621,1158,0,9994,0,0,0,1,0,0,0,0,0,0
sn_000969,product B,V1E3,po_002623,po_002622,1710,1,11654,0,0,0,0,0,0,0,0,0,0
sn_000970,product B,V1E2,po_002624,MFG,3386,0,3386,0,0,0,0,1,0,0,0,0,0
sn_000970,product B,V1E2,po_002625,po_002624,2430,0,5766,0,0,0,0,0,1,0,0,0,0
sn_000970,product B,V1E2,po_002626,po_002625,2718,0,8434,0,0,0,0,1,1,0,0,0,0
sn_000970,product B,V1E3,po_002627,po_002626,3298,1,11682,0,0,0,0,0,0,0,0,0,0
sn_000971,product B,V1E2,po_002628,MFG,11786,1,11786,0,0,0,0,0,0,0,0,0,0
sn_000972,product B,V1E2,po_002629,MFG,5614,0,5614,0,0,0,0,1,0,0,0,0,0
sn_000972,product B,V1E2,po_002630,po_002629,6214,1,11778,0,0,0,0,0,0,0,0,0,0
sn_000973,product B,V1E2,po_002631,MFG,11778,1,11778,0,0,0,0,0,0,0,0,0,0
sn_000974,product B,V1E2,po_002632,MFG,4766,0,4766,0,0,0,0,1,1,0,0,0,0
sn_000974,product B,V1E2,po_002633,po_002632,7062,1,11778,0,0,0,0,0,0,0,0,0,0
sn_000975,product B,V1E2,po_002634,MFG,3470,0,3470,0,0,0,0,1,0,0,0,0,0
sn_000975,product B,V1E2,po_002635,po_002634,8342,1,11762,0,0,0,0,0,0,0,0,0,0
sn_000976,product B,V1E2,po_002636,MFG,6486,0,6486,0,0,0,0,1,1,0,0,0,0
sn_000976,product B,V1E2,po_002637,po_002636,5322,1,11758,0,0,0,0,0,0,0,0,0,0
sn_000977,product B,V1E2,po_002638,MFG,7754,0,7754,0,0,0,0,0,1,0,0,0,0
sn_000977,product B,V1E2,po_002639,po_002638,958,0,8662,0,0,0,0,1,0,0,0,0,0
sn_000977,product B,V1E3,po_002640,po_002639,2766,1,11378,0,0,0,0,0,0,0,0,0,0
sn_000978,product B,V1E2,po_002641,MFG,11762,1,11762,0,0,0,0,0,0,0,0,0,0
sn_000979,product B,V1E2,po_002642,MFG,3322,0,3322,0,0,0,0,0,1,0,0,0,0
sn_000979,product B,V1E2,po_002643,po_002642,8090,0,11362,0,0,0,0,1,0,0,0,0,0
sn_000979,product B,V1E3,po_002644,po_002643,382,1,11694,0,0,0,0,0,0,0,0,0,0
sn_000980,product B,V1E2,po_002645,MFG,5258,0,5258,0,0,0,0,1,0,0,0,0,0
sn_000980,product B,V1E2,po_002646,po_002645,3470,0,8678,0,0,0,0,1,0,0,0,0,0
sn_000980,product B,V1E3,po_002647,po_002646,186,0,8814,0,0,0,0,0,1,0,0,0,0
sn_000980,product B,V1E3,po_002648,po_002647,2826,1,11590,0,0,0,0,0,0,0,0,0,0
sn_000981,product B,V1E2,po_002649,MFG,5234,0,5234,0,0,0,1,1,0,0,0,0,0
sn_000981,product B,V1E2,po_002650,po_002649,966,0,6150,0,0,0,0,0,0,0,0,0,1
sn_000981,product B,V1E2,po_002651,po_002650,4530,0,10630,0,0,0,0,1,1,0,0,0,0
sn_000981,product B,V1E3,po_002652,po_002651,1126,1,11706,0,0,0,0,0,0,0,0,0,0
sn_000982,product B,V1E2,po_002653,MFG,5922,0,5922,0,0,0,0,1,1,0,0,0,1
sn_000982,product B,V1E2,po_002654,po_002653,5886,1,11758,0,0,0,0,0,0,0,0,0,0
sn_000983,product B,V1E2,po_002655,MFG,7138,1,7138,0,0,0,0,1,0,0,0,0,0
sn_000984,product B,V1E2,po_002656,MFG,4862,0,4862,0,0,0,0,1,0,0,0,0,0
sn_000984,product B,V1E2,po_002657,po_002656,5186,0,9998,0,0,0,0,1,0,0,0,0,0
sn_000984,product B,V1E3,po_002658,po_002657,1730,1,11678,0,0,0,0,0,0,0,0,0,0
sn_000985,product B,V1E2,po_002659,MFG,6174,0,6174,0,0,0,0,1,1,0,0,0,0
sn_000985,product B,V1E2,po_002660,po_002659,2030,0,8154,0,0,0,0,1,1,0,0,0,0
sn_000985,product B,V1E2,po_002661,po_002660,3554,1,11658,0,0,0,0,0,0,0,0,0,0
sn_000986,product B,V1E2,po_002662,MFG,3882,0,3882,0,0,0,0,1,1,0,0,0,0
sn_000986,product B,V1E2,po_002663,po_002662,5590,0,9422,0,0,0,0,1,0,0,0,0,0
sn_000986,product B,V1E3,po_002664,po_002663,1282,0,10654,1,1,0,0,0,0,0,0,0,0
sn_000986,product B,V1E3,po_002665,po_002664,978,1,11582,0,0,0,0,0,0,0,0,0,0
sn_000987,product B,V1E2,po_002666,po_002668,6026,0,6026,0,0,0,0,1,0,0,0,0,0
sn_000987,product B,V1E2,po_002667,MFG,3978,0,9954,0,0,0,0,1,0,0,0,0,1
sn_000987,product B,V1E2,po_002668,po_002667,1194,0,11098,0,0,0,0,0,0,0,0,0,0
sn_000987,product B,V1E2,po_002669,po_002668,6630,1,17678,0,0,0,0,0,0,0,0,0,0
sn_000988,product B,V1E2,po_002670,MFG,2074,0,2074,0,0,0,0,1,0,0,0,0,0
sn_000988,product B,V1E2,po_002671,po_002670,4390,0,6414,0,0,0,0,1,0,0,0,0,0
sn_000988,product B,V1E2,po_002672,po_002671,5354,1,11718,0,0,0,0,0,0,0,0,0,0
sn_000989,product B,V1E2,po_002673,MFG,11722,1,11722,0,0,0,0,0,0,0,0,0,0
sn_000990,product B,V1E2,po_002674,MFG,5926,0,5926,0,0,0,0,1,0,0,0,0,0
sn_000990,product B,V1E2,po_002675,po_002674,5846,1,11722,0,0,0,0,0,0,0,0,0,0
sn_000991,product B,V1E2,po_002676,MFG,782,0,782,0,0,0,0,1,0,0,0,0,0
sn_000991,product B,V1E2,po_002677,po_002679,4698,0,5430,0,0,0,0,1,0,0,0,0,0
sn_000991,product B,V1E2,po_002678,po_002676,3914,0,9294,0,0,0,0,1,0,0,0,0,1
sn_000991,product B,V1E2,po_002679,po_002678,2198,0,11442,0,0,0,0,0,1,0,0,0,0
sn_000991,product B,V1E2,po_002680,po_002679,4930,1,16322,0,0,0,0,0,0,0,0,0,0
sn_000992,product B,V1E2,po_002681,MFG,3678,0,3678,0,0,0,0,1,1,0,0,0,0
sn_000992,product B,V1E2,po_002682,po_002681,5902,0,9530,0,0,0,0,1,0,0,0,0,0
sn_000992,product B,V1E3,po_002683,po_002682,2230,1,11710,0,0,0,0,0,0,0,0,0,0
sn_000993,product B,V1E2,po_002684,MFG,5734,0,5734,0,0,0,0,1,0,0,0,0,0
sn_000993,product B,V1E2,po_002685,po_002684,6042,1,11726,0,0,0,0,0,0,0,0,0,0
sn_000994,product B,V1E2,po_002686,MFG,5954,0,5954,0,0,0,0,1,0,0,0,0,0
sn_000994,product B,V1E2,po_002687,po_002686,5818,1,11722,0,0,0,0,0,0,0,0,0,0
sn_000995,product B,V1E2,po_002688,MFG,5762,0,5762,0,0,0,0,1,0,0,0,0,1
sn_000995,product B,V1E2,po_002689,po_002688,2038,0,7750,0,0,0,0,1,1,0,0,0,0
sn_000995,product B,V1E2,po_002690,po_002689,3978,1,11678,0,0,0,0,0,0,0,0,0,0
sn_000996,product B,V1E2,po_002691,MFG,7894,0,7894,0,0,0,0,0,0,0,0,0,0
sn_000996,product B,V1E2,po_002692,po_002691,3858,1,11702,0,0,0,0,0,0,0,0,0,0
sn_000997,product B,V1E2,po_002693,MFG,2542,0,2542,0,0,0,0,0,1,0,0,0,0
sn_000997,product B,V1E2,po_002694,po_002693,3022,0,5514,0,0,0,0,1,0,0,0,0,0
sn_000997,product B,V1E2,po_002695,po_002694,4102,0,9566,0,0,0,0,1,0,0,0,0,1
sn_000997,product B,V1E3,po_002696,po_002695,2190,1,11706,0,0,0,0,0,0,0,0,0,0
sn_000998,product B,V1E2,po_002697,MFG,6222,0,6222,0,0,0,0,1,0,0,0,0,0
sn_000998,product B,V1E2,po_002698,po_002697,5606,1,11778,0,0,0,0,0,0,0,0,0,0
sn_000999,product B,V1E2,po_002699,MFG,4866,0,4866,0,0,0,0,1,0,0,0,0,0
sn_000999,product B,V1E2,po_002700,po_002699,3214,0,8030,0,0,0,0,1,0,0,0,0,0
sn_000999,product B,V1E2,po_002701,po_002700,3718,1,11698,0,0,0,0,0,0,0,0,0,0
sn_001000,product B,V1E2,po_002702,MFG,3550,0,3550,0,0,0,0,1,1,0,0,0,0
sn_001000,product B,V1E2,po_002703,po_002702,8250,1,11750,0,0,0,0,0,0,0,0,0,0
sn_001001,product B,V1E2,po_002704,MFG,4610,0,4610,0,0,0,0,1,0,0,0,0,0
sn_001001,product B,V1E2,po_002705,po_002704,7190,1,11750,0,0,0,0,0,0,0,0,0,0
sn_001002,product B,V1E2,po_002706,MFG,3798,0,3798,0,0,0,0,1,0,0,0,0,0
sn_001002,product B,V1E2,po_002707,po_002706,4514,0,8262,0,0,0,0,1,1,0,0,0,0
sn_001002,product B,V1E2,po_002708,po_002707,3410,1,11622,0,0,0,0,0,0,0,0,0,0
sn_001003,product B,V1E2,po_002709,po_002710,3014,0,3014,0,0,0,0,0,0,0,0,0,0
sn_001003,product B,V1E2,po_002710,MFG,5018,0,7982,0,0,0,0,1,1,0,0,0,0
sn_001003,product B,V1E2,po_002711,po_002709,3722,1,11654,0,0,0,0,0,0,0,0,0,0
sn_001004,product B,V1E2,po_002712,MFG,1490,0,1490,0,0,0,0,1,1,0,0,0,0
sn_001004,product B,V1E2,po_002713,po_002712,10082,1,11522,0,0,0,0,0,0,0,0,0,0
sn_001005,product B,V1E2,po_002714,MFG,7634,1,7634,0,0,0,0,1,0,0,0,0,0
sn_001006,product B,V1E2,po_002715,MFG,1886,0,1886,0,0,0,0,0,1,0,0,0,0
sn_001006,product B,V1E2,po_002716,po_002715,6710,0,8546,0,1,0,0,1,0,0,0,0,0
sn_001006,product B,V1E3,po_002717,po_002716,3162,1,11658,0,0,0,0,0,0,0,0,0,0
sn_001007,product B,V1E2,po_002718,MFG,3710,0,3710,0,0,0,0,1,0,0,0,0,0
sn_001007,product B,V1E2,po_002719,po_002718,5454,0,9114,0,0,0,0,1,0,0,0,0,0
sn_001007,product B,V1E3,po_002720,po_002719,1186,0,10250,0,1,0,0,0,0,0,0,0,0
sn_001007,product B,V1E3,po_002721,po_002720,1126,1,11326,0,0,0,0,0,0,0,0,0,0
sn_001008,product B,V1E2,po_002722,MFG,5038,0,5038,0,0,0,0,1,1,0,0,0,0
sn_001008,product B,V1E2,po_002723,po_002722,1378,0,6366,0,0,0,0,0,0,0,0,0,0
sn_001008,product B,V1E2,po_002724,po_002723,630,1,6946,0,0,0,0,0,1,0,0,0,0
sn_001009,product B,V1E2,po_002725,MFG,962,1,962,0,0,0,0,0,0,0,0,0,0
sn_001010,product B,V1E2,po_002726,MFG,11698,1,11698,0,0,0,0,0,0,0,0,0,0
sn_001011,product B,V1E2,po_002727,MFG,11654,1,11654,0,0,0,0,0,0,0,0,0,0
sn_001012,product B,V1E2,po_002728,MFG,11654,1,11654,0,0,0,0,0,0,0,0,0,0
sn_001013,product B,V1E2,po_002729,MFG,1498,0,1498,0,1,0,0,1,0,1,0,0,0
sn_001013,product B,V1E2,po_002730,po_002729,3066,0,4514,0,0,0,0,0,0,0,0,0,1
sn_001013,product B,V1E2,po_002731,po_002730,2374,0,6838,0,0,0,0,1,0,0,0,0,0
sn_001013,product B,V1E2,po_002732,po_002731,4838,1,11626,0,0,0,0,0,0,0,0,0,0
sn_001014,product B,V1E2,po_002733,MFG,5926,0,5926,0,0,0,0,1,0,0,0,0,0
sn_001014,product B,V1E2,po_002734,po_002733,5798,1,11674,0,0,0,0,0,0,0,0,0,0
sn_001015,product B,V1E2,po_002735,MFG,5030,0,5030,0,0,0,0,1,0,0,0,0,0
sn_001015,product B,V1E2,po_002736,po_002735,4274,1,9254,0,0,0,0,1,0,0,0,0,0
sn_001015,product B,V1E2,po_002737,po_002735,6694,1,15898,0,0,0,0,0,0,0,0,0,0
sn_001016,product B,V1E2,po_002738,MFG,11670,1,11670,0,0,0,0,0,0,0,0,0,0
sn_001017,product B,V1E2,po_002739,MFG,11670,1,11670,0,0,0,0,0,0,0,0,0,0
sn_001018,product B,V1E2,po_002740,MFG,2678,0,2678,0,0,0,0,0,1,0,0,0,0
sn_001018,product B,V1E2,po_002741,po_002740,7570,0,10198,0,0,0,0,1,0,0,0,0,0
sn_001018,product B,V1E3,po_002742,po_002741,1458,1,11606,0,0,0,0,0,0,0,0,0,0
sn_001019,product B,V1E2,po_002743,MFG,6686,1,6686,0,0,0,0,1,0,0,0,0,0
sn_001020,product B,V1E2,po_002744,MFG,2422,0,2422,0,0,0,0,0,1,0,0,0,0
sn_001020,product B,V1E2,po_002745,po_002744,3774,0,6146,0,0,0,0,0,0,0,0,0,0
sn_001020,product B,V1E2,po_002746,po_002745,910,0,7006,0,0,0,0,1,0,0,0,0,0
sn_001020,product B,V1E2,po_002747,po_002746,4594,1,11550,0,0,0,0,0,0,0,0,0,0
sn_001021,product B,V1E2,po_002748,MFG,4758,0,4758,0,0,0,0,1,1,0,0,0,0
sn_001021,product B,V1E2,po_002749,po_002748,6942,1,11650,0,0,0,0,0,0,0,0,0,0
sn_001022,product B,V1E2,po_002750,MFG,6094,0,6094,0,0,0,0,1,0,0,0,0,0
sn_001022,product B,V1E2,po_002751,po_002750,1586,0,7630,0,0,0,0,0,0,0,0,0,0
sn_001022,product B,V1E2,po_002752,po_002751,3998,1,11578,0,0,0,0,0,0,0,0,0,0
sn_001023,product B,V1E2,po_002753,MFG,3838,0,3838,0,0,0,0,1,0,0,0,0,0
sn_001023,product B,V1E2,po_002754,po_002753,4582,0,8370,0,0,0,0,1,0,0,0,0,0
sn_001023,product B,V1E3,po_002755,po_002754,2682,0,11002,0,0,0,0,0,1,0,0,0,0
sn_001023,product B,V1E3,po_002756,po_002755,506,1,11458,0,0,0,0,0,0,0,0,0,0
sn_001024,product B,V1E2,po_002757,MFG,3090,0,3090,0,0,0,0,0,1,0,0,0,0
sn_001024,product B,V1E2,po_002758,po_002757,7050,0,10090,0,0,0,0,1,0,0,0,0,0
sn_001024,product B,V1E3,po_002759,po_002758,1482,1,11522,0,0,0,0,0,0,0,0,0,0
sn_001025,product B,V1E2,po_002760,MFG,3462,0,3462,0,0,0,0,1,1,0,0,0,1
sn_001025,product B,V1E2,po_002761,po_002760,774,0,4186,0,0,0,0,0,0,0,0,0,0
sn_001025,product B,V1E2,po_002762,po_002761,3770,0,7906,0,0,0,0,1,0,0,0,0,0
sn_001025,product B,V1E3,po_002763,po_002762,3302,1,11158,0,0,0,0,0,0,0,0,0,0
sn_001026,product B,V1E2,po_002764,po_002765,5342,0,5342,0,0,0,0,1,0,0,0,0,1
sn_001026,product B,V1E2,po_002765,MFG,3690,0,8982,1,1,1,0,1,0,0,0,0,0
sn_001026,product B,V1E2,po_002766,po_002765,7978,1,16910,0,0,0,0,0,0,0,0,0,0
sn_001027,product B,V1E2,po_002767,MFG,4838,0,4838,0,0,0,0,0,1,0,0,0,0
sn_001027,product B,V1E2,po_002768,po_002767,5518,0,10306,0,0,0,0,1,0,0,0,0,0
sn_001027,product B,V1E3,po_002769,po_002768,1110,1,11366,0,0,0,0,0,0,0,0,0,0
sn_001028,product B,V1E2,po_002770,MFG,8578,0,8578,0,0,0,0,1,1,0,0,0,0
sn_001028,product B,V1E3,po_002771,po_002770,3086,1,11614,0,0,0,0,0,0,0,0,0,0
sn_001029,product B,V1E2,po_002772,MFG,11142,1,11142,0,0,0,0,0,0,0,0,0,0
sn_001030,product B,V1E2,po_002773,MFG,4158,0,4158,0,0,0,0,1,0,0,0,0,0
sn_001030,product B,V1E2,po_002774,po_002773,5226,0,9334,0,0,0,0,1,0,0,0,0,0
sn_001030,product B,V1E3,po_002775,po_002774,2290,1,11574,0,0,0,0,0,0,0,0,0,0
sn_001031,product B,V1E2,po_002776,MFG,4578,0,4578,0,0,0,0,1,1,0,0,0,0
sn_001031,product B,V1E2,po_002777,po_002776,390,0,4918,0,0,0,0,0,0,0,0,0,0
sn_001031,product B,V1E2,po_002778,po_002777,6710,1,11578,0,0,0,0,0,0,0,0,0,0
sn_001032,product B,V1E2,po_002779,MFG,534,0,534,0,0,0,0,0,1,0,0,0,0
sn_001032,product B,V1E2,po_002780,po_002779,5674,0,6158,0,0,0,0,1,0,0,0,0,0
sn_001032,product B,V1E2,po_002781,po_002780,5370,1,11478,0,0,0,0,0,0,0,0,0,0
sn_001033,product B,V1E2,po_002782,MFG,2262,0,2262,0,0,0,0,1,0,0,0,0,0
sn_001033,product B,V1E2,po_002783,po_002782,3190,0,5402,0,0,0,0,0,0,0,0,0,0
sn_001033,product B,V1E2,po_002784,po_002783,1894,0,7246,1,1,1,0,0,0,0,0,0,0
sn_001033,product B,V1E2,po_002785,po_002784,4234,1,11430,0,0,0,0,0,0,0,0,0,0
sn_001034,product B,V1E2,po_002786,MFG,5090,0,5090,0,0,0,0,1,0,0,0,0,0
sn_001034,product B,V1E2,po_002787,po_002786,2950,0,7990,1,1,1,0,1,0,0,0,0,0
sn_001034,product B,V1E2,po_002788,po_002787,3618,1,11558,0,0,0,0,0,0,0,0,0,0
sn_001035,product B,V1E2,po_002789,MFG,8058,0,8058,0,0,0,0,1,1,0,0,0,0
sn_001035,product B,V1E2,po_002790,po_002789,674,0,8682,0,1,0,0,1,0,0,0,0,0
sn_001035,product B,V1E3,po_002791,po_002790,2882,1,11514,0,0,0,0,0,0,0,0,0,0
sn_001036,product B,V1E2,po_002792,MFG,1642,0,1642,0,0,0,0,0,1,0,0,0,0
sn_001036,product B,V1E2,po_002793,po_002792,4782,0,6374,1,0,1,0,1,0,0,0,0,1
sn_001036,product B,V1E2,po_002794,po_002793,3714,0,10038,0,1,0,0,1,0,0,0,0,0
sn_001036,product B,V1E3,po_002795,po_002794,886,0,10874,0,0,0,0,0,1,0,0,0,0
sn_001036,product B,V1E3,po_002796,po_002795,582,1,11406,0,0,0,0,0,0,0,0,0,0
sn_001037,product B,V1E2,po_002797,MFG,2938,0,2938,0,0,0,0,1,0,0,0,0,0
sn_001037,product B,V1E2,po_002798,po_002797,2170,0,5058,0,0,0,0,0,0,0,0,0,0
sn_001037,product B,V1E2,po_002799,po_002798,638,0,5646,1,0,1,1,0,0,0,0,0,0
sn_001037,product B,V1E2,po_002800,po_002799,5818,1,11414,0,0,0,0,0,0,0,0,0,0
sn_001038,product B,V1E2,po_002801,MFG,2614,0,2614,0,0,0,0,0,1,0,0,0,0
sn_001038,product B,V1E2,po_002802,po_002801,2230,0,4794,0,0,0,0,0,1,0,0,0,0
sn_001038,product B,V1E2,po_002803,,5030,0,9774,0,0,0,0,1,0,0,0,0,0
sn_001038,product B,V1E3,po_002804,po_002803,1770,1,11494,0,0,0,0,0,0,0,0,0,0
sn_001039,product B,V1E2,po_002805,MFG,7034,1,7034,0,0,0,0,1,0,0,0,0,0
sn_001040,product B,V1E2,po_002806,MFG,11530,1,11530,0,0,0,0,0,0,0,0,0,0
sn_001041,product B,V1E2,po_002807,MFG,6254,0,6254,0,0,0,0,0,0,0,0,0,0
sn_001041,product B,V1E2,po_002808,po_002807,5378,1,11582,0,0,0,0,0,0,0,0,0,0
sn_001042,product B,V1E2,po_002809,MFG,3150,0,3150,0,0,0,0,1,1,0,0,0,0
sn_001042,product B,V1E2,po_002810,po_002809,302,0,3402,1,1,1,0,0,0,0,0,0,0
sn_001042,product B,V1E2,po_002811,po_002810,4302,0,7654,0,0,0,0,1,0,0,0,0,0
sn_001042,product B,V1E2,po_002812,po_002811,3890,1,11494,0,0,0,0,0,0,0,0,0,0
sn_001043,product B,V1E2,po_002813,MFG,3078,0,3078,1,0,0,0,1,1,0,0,0,0
sn_001043,product B,V1E2,po_002814,po_002813,8538,1,11566,0,0,0,0,0,0,0,0,0,0
sn_001044,product B,V1E2,po_002815,MFG,3714,0,3714,0,0,0,0,1,1,0,0,0,0
sn_001044,product B,V1E2,po_002816,po_002815,6622,0,10286,0,1,0,0,1,0,0,0,0,1
sn_001044,product B,V1E3,po_002817,po_002816,1286,1,11522,0,0,0,0,0,0,0,0,0,0
sn_001045,product B,V1E2,po_002818,MFG,4622,0,4622,0,0,0,0,1,1,0,0,0,0
sn_001045,product B,V1E2,po_002819,po_002818,2390,0,6962,0,0,0,0,0,0,0,0,0,0
sn_001045,product B,V1E2,po_002820,po_002819,4594,1,11506,0,0,0,0,0,0,0,0,0,0
sn_001046,product B,V1E2,po_002821,MFG,4890,0,4890,0,0,0,0,1,0,0,0,0,0
sn_001046,product B,V1E2,po_002822,po_002821,2306,0,7146,0,0,0,0,1,0,0,0,0,0
sn_001046,product B,V1E2,po_002823,po_002822,4414,1,11510,0,0,0,0,0,0,0,0,0,0
sn_001047,product B,V1E2,po_002824,MFG,11550,1,11550,0,0,0,0,0,0,0,0,0,0
sn_001048,product B,V1E2,po_002825,MFG,4794,0,4794,0,0,0,0,1,1,0,0,0,0
sn_001048,product B,V1E2,po_002826,po_002825,6806,1,11550,0,0,0,0,0,0,0,0,0,0
sn_001049,product B,V1E2,po_002827,MFG,1574,0,1574,0,0,0,0,1,0,0,0,0,0
sn_001049,product B,V1E2,po_002828,po_002827,3074,0,4598,1,1,1,0,0,0,0,0,0,1
sn_001049,product B,V1E2,po_002829,po_002828,1894,0,6442,0,0,0,0,1,0,0,0,0,0
sn_001049,product B,V1E2,po_002830,po_002829,5066,1,11458,0,0,0,0,0,0,0,0,0,0
sn_001050,product B,V1E2,po_002831,MFG,11538,1,11538,0,0,0,0,0,0,0,0,0,0
sn_001051,product B,V1E2,po_002832,MFG,3670,1,3670,0,0,0,0,0,0,0,0,0,0
sn_001052,product B,V1E2,po_002833,MFG,11562,1,11562,0,0,0,0,0,0,0,0,0,0
sn_001053,product B,V1E2,po_002834,MFG,3434,0,3434,0,0,0,0,1,0,0,0,0,0
sn_001053,product B,V1E2,po_002835,po_002834,5690,0,9074,0,0,0,0,1,0,0,0,0,0
sn_001053,product B,V1E3,po_002836,po_002835,2514,1,11538,0,0,0,0,0,0,0,0,0,0
sn_001054,product B,V1E2,po_002837,MFG,11522,1,11522,0,0,0,0,0,0,0,0,0,0
sn_001055,product B,V1E2,po_002838,MFG,3538,0,3538,1,1,1,0,1,0,0,0,1,0
sn_001055,product B,V1E2,po_002839,po_002838,5466,0,8954,0,0,0,0,1,0,0,0,0,0
sn_001055,product B,V1E3,po_002840,po_002839,2570,1,11474,0,0,0,0,0,0,0,0,0,0
sn_001056,product B,V1E2,po_002841,MFG,3602,0,3602,1,1,1,0,1,0,0,0,0,0
sn_001056,product B,V1E2,po_002842,po_002841,5886,0,9438,0,0,0,0,1,0,0,0,0,0
sn_001056,product B,V1E3,po_002843,po_002842,2038,1,11426,0,0,0,0,0,0,0,0,0,0
sn_001057,product B,V1E2,po_002844,MFG,6814,1,6814,0,0,0,0,1,0,0,0,0,0
sn_001058,product B,V1E2,po_002845,MFG,11442,1,11442,0,0,0,0,0,0,0,0,0,0
sn_001059,product B,V1E2,po_002846,MFG,4750,0,4750,0,0,0,0,1,0,0,0,0,0
sn_001059,product B,V1E2,po_002847,po_002846,6834,1,11534,0,0,0,0,0,0,0,0,0,0
sn_001060,product B,V1E2,po_002848,MFG,11534,1,11534,0,0,0,0,0,0,0,0,0,0
sn_001061,product B,V1E2,po_002849,MFG,11534,1,11534,0,0,0,0,0,0,0,0,0,0
sn_001062,product B,V1E2,po_002850,po_002851,9838,0,9838,0,0,0,0,1,0,0,0,0,0
sn_001062,product B,V1E2,po_002851,MFG,686,0,10474,0,0,0,0,0,0,0,0,0,1
sn_001062,product B,V1E2,po_002852,po_002851,10894,1,21318,0,0,0,0,0,0,0,0,0,0
sn_001063,product B,V1E2,po_002853,MFG,4382,0,4382,0,0,0,0,1,1,0,0,0,0
sn_001063,product B,V1E2,po_002854,po_002853,1398,0,5730,1,1,1,0,0,0,0,0,0,0
sn_001063,product B,V1E2,po_002855,po_002854,2530,0,8210,0,0,0,0,1,1,0,0,0,0
sn_001063,product B,V1E3,po_002856,po_002855,3306,1,11466,0,0,0,0,0,0,0,0,0,0
sn_001064,product B,V1E2,po_002857,MFG,7018,1,7018,0,0,0,0,1,0,0,0,0,0
sn_001065,product B,V1E2,po_002858,MFG,2730,0,2730,0,0,0,0,0,1,0,0,0,0
sn_001065,product B,V1E2,po_002859,po_002858,3326,0,6006,0,0,0,0,0,0,0,0,0,0
sn_001065,product B,V1E2,po_002860,po_002859,3698,0,9654,1,1,1,1,0,0,0,0,0,0
sn_001065,product B,V1E2,po_002861,po_002860,1842,1,11446,0,0,0,0,0,0,0,0,0,0
sn_001066,product B,V1E2,po_002862,MFG,11526,1,11526,0,0,0,0,0,0,0,0,0,0
sn_001067,product B,V1E2,po_002863,po_002864,9734,0,9734,0,0,0,0,1,0,0,0,0,0
sn_001067,product B,V1E2,po_002864,MFG,986,0,10670,0,0,0,0,0,1,0,0,0,0
sn_001067,product B,V1E2,po_002865,po_002864,10586,1,21206,0,0,0,0,0,0,0,0,0,0
sn_001068,product B,V1E2,po_002866,MFG,1082,0,1082,0,0,0,0,0,1,0,0,0,0
sn_001068,product B,V1E2,po_002867,po_002866,10490,1,11522,0,0,0,0,0,0,0,0,0,0
sn_001069,product B,V1E2,po_002868,MFG,11522,1,11522,0,0,0,0,0,0,0,0,0,0
sn_001070,product B,V1E2,po_002869,MFG,498,0,498,0,0,0,0,0,1,0,0,0,1
sn_001070,product B,V1E2,po_002870,po_002869,3354,0,3802,0,0,1,0,0,1,0,0,0,0
sn_001070,product B,V1E2,po_002871,po_002870,2318,0,6070,1,0,1,1,0,0,1,0,0,0
sn_001070,product B,V1E2,po_002872,po_002871,578,1,6598,0,0,0,0,0,0,0,1,0,0
sn_001071,product B,V1E2,po_002873,MFG,11506,1,11506,0,0,0,0,0,0,0,0,0,0
sn_001072,product B,V1E2,po_002874,MFG,11506,1,11506,0,0,0,0,0,0,0,0,0,0
sn_001073,product B,V1E2,po_002875,MFG,11506,1,11506,0,0,0,0,0,0,0,0,0,0
sn_001074,product B,V1E2,po_002876,MFG,782,0,782,0,0,0,0,0,1,0,0,0,0
sn_001074,product B,V1E2,po_002877,po_002876,10774,1,11506,0,0,0,0,0,0,0,0,0,0
sn_001075,product B,V1E2,po_002878,MFG,6186,0,6186,0,0,0,0,1,0,0,0,0,0
sn_001075,product B,V1E2,po_002879,po_002878,898,1,7034,0,0,0,0,0,0,0,0,0,0
sn_001076,product B,V1E2,po_002880,MFG,5882,0,5882,0,1,0,0,1,0,0,0,0,0
sn_001076,product B,V1E2,po_002881,po_002880,5042,0,10874,0,0,0,0,1,1,0,0,0,0
sn_001076,product B,V1E3,po_002882,po_002881,586,1,11410,0,0,0,0,0,0,0,0,0,0
sn_001077,product B,V1E2,po_002883,MFG,5298,0,5298,0,0,0,0,1,1,0,0,0,0
sn_001077,product B,V1E2,po_002884,po_002883,5866,0,11114,0,0,0,0,1,0,0,0,0,0
sn_001077,product B,V1E3,po_002885,po_002884,330,1,11394,0,0,0,0,0,0,0,0,0,0
sn_001078,product B,V1E2,po_002886,MFG,11482,1,11482,0,0,0,0,0,0,0,0,0,0
sn_001079,product B,V1E2,po_002887,MFG,4890,0,4890,0,0,0,0,1,1,0,0,0,0
sn_001079,product B,V1E2,po_002888,po_002887,3462,0,8302,0,0,0,0,1,1,0,0,0,0
sn_001079,product B,V1E3,po_002889,po_002888,3190,1,11442,0,0,0,0,0,0,0,0,0,0
